__ON__ LIEB ZUSCHAUER ABEND	liebe zuschauer guten abend .
__ON__ __HOLD__ DESHALB HEUTE NACHT OST loc-OST loc-SUED MOEGLICH REGEN-PLUSPLUS __PU__	deshalb gibt es heute nacht in der osthälfte und im süden teilweise länger anhaltenden regen .
IX loc-ALPEN MINUS EINS __PU__ loc-REGION SECHS GRAD __OFF__	minus ein grad heute nacht am alpenrand plus sechs grad in der lausitz .
DONNERSTAG __PU__ NORD loc-REGION HAUPTSAECHLICH WOLKE-PLUSPLUS FREITAG __PU__ WECHSELHAFT MOEGLICH	am donnerstag weiten sich in der nordwesthälfte wieder regenwolken aus und am freitag wird es überall wechselhaft .
BERG SCHNEE __OFF__	an den bergen fällt etwas schnee .
__ON__ MORGEN SO JETZT WETTER WIE-AUSSEHEN MORGEN ERSTE DEZEMBER __OFF__	was uns morgen erwartet dazu jetzt die wettervorhersage für mittwoch den ersten dezember .
WIND WEHEN WEHEN __PU__ KOENNEN ALPEN SCHNEE SCHNEIEN ALPEN KOENNEN __OFF__	der stark auffrischende wind sorgt zudem für gefährliche schneeverwehungen .
MITTE loc-SUED VIEL WOLKE KOENNEN SCHNEE __PU__ __OFF__	in der mitte und im süden viele wolken aus den gebietsweise schnee rieselt .
__ON__ ABEND loc-SUEDOST KOENNEN SCHNEE-PLUSPLUS	gegen abend setzen dann im süden und osten zum teil kräftige schneefälle ein .
loc-SUED WIND SCHWACH MAESSIG loc-REGION FRISCH WEHEN WEHEN DANN STURM WEHEN KUESTE BERG KOENNEN STURM	im süden schwacher bis mäßiger sonst teilweise frischer wind mit starken bis stürmischen böen an der see und auf den bergen sind sturmböen möglich .
HEUTE NACHT MINUS VIER BIS MINUS NEUN GRAD WENN HIMMEL IX FROST __OFF__	heute nacht minus vier bis minus neun grad bei klarem himmel auch strenger frost .
__ON__ MORGEN BLEIBEN KALT NULL BIS MINUS NEUN GRAD	morgen bleibt es weiterhin frostig null bis minus neun grad .
AUSSEHEN IN-KOMMEND WAS KALT WETTER BLEIBEN IN-KOMMEND	die aussichten das winterwetter begleitet uns auch in den nächsten tagen .
FROST MAXIMAL WAHRSCHEINLICH BLEIBEN WOLKE SONNE KAUM KOENNEN IX-PLUSPLUS SCHNEE __OFF__	bei frostigen höchsttemperaturen gibt es meist mehr wolken als sonne und in einigen regionen fällt auch noch schnee .
__ON__ JETZT MORGEN WIE WETTER WIE-AUSSEHEN __PU__ DONNERSTAG ERSTE DEZEMBER __OFF__	und nun die wettervorhersage für morgen donnerstag den ersten dezember .
__ON__ DEUTSCH NORD WEST MORGEN TIEF cl-KOMMEN __OFF__	die nordwesthälfte deutschlands wird morgen beeinflusst von einem tiefdrucksystem das sich vom atlantik bis nach nordeuropa erstreckt .
FRUEH DANN IX REGEN REGEN SCHON ANFANG	in der früh fallen im nordwesten erste tropfen .
TAG TAGSUEBER IX REGEN REGEN cl-KOMMEN REGION MUESSEN LANG TRUEB BLEIBEN __OFF__	am tag regnet es in der nordwesthälfte ab und an richtung südosten ist es stellenweise für längere zeit trüb .
__ON__ SONST IX IX SONNE WOLKE BESONDERS FREUNDLICH NAH BERG __OFF__	sonst sonne und wolken am freundlichsten wird es an den alpen .
__ON__ WEHEN WEHEN MAESSIG MAESSIG FRISCH WEHEN WEHEN NORDRAUM __HOLD__ BERG STURM KOENNEN WEHEN FLACH UND SCHWACH __OFF__	mäßiger bis frischer wind mit starken in der nordwesthälfte stürmischen böen an den küsten und auf den bergen sturmböen im südosten im flachland teilweise nur schwacher wind .
__ON__ HEUTE NACHT SECHS GRAD NORDRAUM UND MINUS DREI SUEDOSTRAUM __OFF__	heute nacht sechs grad an der nordsee und minus drei grad im südosten .
__ON__ FREITAG INSGESAMT WECHSELHAFT WECHSELHAFT WETTER __OFF__	am freitag insgesamt wechselhaftes wetter .
__ON__ HOCH DRUCK KOMMEN MORGEN AUCH __HOLD__ CHAOS WECHSEL SONNE NEBEL	hochdruckeinfluss sorgt auch morgen verbreitet für eine mischung aus nebel und sonne .
loc-WEST WOLKE MEHR ZEIGEN SCHON WETTER SCHLECHT __PU__	in der westhälfte tauchen aber immer mehr wolken auf die den bevorstehenden witterungswechsel ankündigen .
NAECHSTE WOCHE TIEF KOMMEN WETTER WECHSEL	in der neuen woche geht es dann mit atlantischen tiefausläufern recht wechselhaft weiter .
HEUTE NACHT TEIL KLAR TEIL WOLKE	heute nacht ist es teils klar teils bedeckt .
IM-VERLAUF WEST loc-REGION SUED loc-REGION NEBEL MORGEN KOENNEN BLEIBEN __PU__	später bilden sich vor allem im westen und süden nebelfelder die sich morgen zum teil hartnäckig halten können .
MORGEN NORD loc-REGION SIEBEN GRAD SUED VIERZEHN GRAD __OFF__	morgen sieben grad im äußersten norden bis vierzehn grad im südwesten .
__ON__ SONNTAG SELTEN WOLKE SONNE DANN WEST loc-REGION REGEN REGEN	am sonntag erst sonne und wolken später beginnt es im westen zu regnen .
AUCH WIND STARK NORD loc-REGION MOEGLICH STURM	dabei frischt der wind kräftig auf an der nordsee sturmböen .
MONTAG DIENSTAG UEBERWIEGEND WOLKE SCHAUER SCHAUER REGEN-PLUSPLUS MOEGLICH	montag und dienstag viele wolken mit schauern oder kräftigen regenfällen .
MANCHMAL SONNE __OFF__	hier und da zeigt sich auch mal die sonne .
__ON__ JETZT WETTER MORGEN DONNERSTAG __PU__ ERSTE OKTOBER __OFF__	und nun die wettervorhersage für morgen donnerstag den ersten oktober .
MORGEN IM-VERLAUF AUCH FLUSS KOMMEN MEHR AUFLOESEN	er überquert in der nacht die nordhälfte zieht im laufe des tages dann bis zur donau und wird dabei schwächer .
ES-BEDEUTET LUFT MEHR KUEHL __OFF__	die luft die dann zu uns einströmt ist kühl .
__ON__ NORD loc-REGION HEUTE NACHT NACHT UEBERWIEGEND REGEN REGEN SUED loc-REGION KLAR	in der nordhälfte regnet es heute nacht zeitweise in der südhälfte ist es zeitweise klar .
MANCHMAL NEBEL __OFF__	hier und da bildet sich nebel .
__ON__ MORGEN SUED loc-REGION SONNE GUT GUT loc-REGION UEBERWIEGEND WOLKE SONNE WECHSELHAFT	am tag ist es ganz im süden teilweise noch länger freundlich sonst dichte wolken und etwas sonne im wechsel .
MITTE loc-REGION MOEGLICH REGEN REGEN NORD loc-REGION REGEN REGEN __OFF__	in der mitte fällt hier und da regen im norden gibt es einzelne schauer .
__ON__ WIND SCHWACH MAESSIG MAESSIG NORD loc-REGION STARK WEHEN WEHEN	der wind weht schwach bis mäßig im norden frisch an den küsten stark .
ALPEN AUCH loc-STURM loc-STURM __OFF__	im norden und in den hochlagen stürmische böen .
__ON__ HEUTE NACHT FLUSS DREIZEHN GRAD SUED FUENF GRAD	heute nacht vierzehn grad am niederrhein und fünf grad im süden .
MORGEN __PU__ FLUSS BIS ZWANZIG GRAD loc-REGION DREIZEHN BIS ACHTZEHN GRAD __OFF__	am tag dreizehn bis achtzehn grad am oberrhein bis zwanzig grad .
__ON__ FREITAG DONNERSTAG UEBERWIEGEND NORD loc-REGION SCHAUER SCHAUER	am freitag fallen in der nordhälfte einige schauer .
loc-ALPEN REGEN REGEN loc-REGION SONNE __OFF__	an den alpen regnet es etwas dazwischen ist es recht freundlich .
__ON__ SAMSTAG NORD loc-REGION WIND STARK REGEN REGEN SUED loc-REGION BESSER	am samstag ist es im norden regnerisch und sehr windig nach süden ist es freundlicher .
SONNTAG SUED loc-REGION GUT loc-REGION UEBERWIEGEND WOLKE __PU__	am sonntag ist es ganz im süden freundlich sonst viele wolken .
NORD loc-REGION STURM __OFF__	im norden ist es weiter stürmisch .
__ON__ HEUTE WIE AUSSEHEN WETTER MORGEN MONTAG ERSTE OKTOBER __OFF__	und nun die wettervorhersage für morgen montag den ersten oktober .
__ON__ SUEDOSTRAUM DEUTSCH LAND UEBERWIEGEND TIEF MITTE cl-KOMMEN	weite teile südostdeutschlands haben morgen mit dem tief über dem mittelmeer zu tun .
BETROFFEN NORDRAUM TIEF cl-KOMMEN EIS LAND __OFF__ __ON__ REST HOCH cl-KOMMEN REGION A Z OST EUROPA cl-KOMMEN REGION MEISTENS FREUNDLICH __OFF__	den norden streifen wolken eines tiefs bei island sonst sorgt eine hochdruckbrücke zwischen dem hoch über den azoren und einem hoch über osteuropa für freundliches wetter .
__ON__ SUEDOSTRAUM NORDWESTRAUM SPAETER KOENNEN REGEN REGEN KUESTE WOLKE REST KLAR __OFF__	im süden und später auch im osten kann es heute nacht vereinzelt regnen an den küsten wolken sonst ist es verbreitet klar .
__ON__ __HOLD__ TAG SUEDOSTRAUM KOENNEN REGEN REGEN NORD NORDWESTRAUM WOLKE REGION VIEL SONNE GERADE NEBEL VERSCHWINDEN __OFF__	auch am tag ist im süden und osten stellenweise regen möglich ganz im norden und nordwesten wolken sonst viel sonne sobald der nebel weg ist .
__ON__ __HOLD__ WIND SCHWACH MAESSIG MAESSIG KUESTE TEIL FRISCH __OFF__	der wind weht schwach bis mäßig an den küsten teilweise frisch .
__ON__ __HOLD__ TAG VIERZEHN BIS ACHTZEHN GRAD FLUSS BIS ZWANZIG MAXIMAL __OFF__	am tag werte zwischen vierzehn und achtzehn grad am rhein bis zwanzig grad .
__ON__ __HOLD__ DIENSTAG __HOLD__ WEST MEHR WOLKE WOLKE WOLKE SCHAUER SCHAUER	am dienstag werden vom westen die wolken dichter schauer folgen .
MEISTENS FREUNDLICH SUEDOSTRAUM __OFF__	am freundlichsten ist es noch im süden und osten .
__ON__ LIEB ZUSCHAUER BEGRUESSEN GUT ABEND __OFF__	liebe zuschauer guten abend .
__ON__ AUGUST REGEN-PLUSPLUS IN-KOMMEND ENDE JETZT MORGEN ANFANG __PU__ HERBST HERBST LANGSAM MAESSIG LANGSAM	nach dem verregneten augustende fängt der meteorologische herbst morgen ganz versöhnlich an .
TIEF REGEN REGEN OST KOMMEN VERSCHWINDEN IN-KOMMEND NEU HOCH KOMMEN WEST loc-REGION __OFF__	und das geht schon los dieses tief das regentief das ist nach osten abgezogen und wetterbestimmend für uns in den nächsten tagen wird dieses hoch weitgehend westlich von uns sein .
MEHR STARK	und das wird sich dann auch noch verstärken .
ES-BEDEUTET GEHOERT GUT	also ganz positive nachrichten .
HEUTE NACHT loc-NORD SCHAUER loc-SUEDOST REGEN __PU__ VERSCHWINDEN SONST loc-REGION HIMMEL __OFF__	heute nacht im norden hier und da schauer auch im südosten noch abziehende schauer sonst ein paar nebelfelder .
__ON__ HEUTE NACHT __EMP__	und die nacht wird sehr frisch .
BEISPIEL HAUPTSAECHLICH BIS VIER NEUN GRAD ALPEN KOENNEN BODEN FROST __OFF__ __ON__ GRUND KLAR STERN KOENNEN SEHEN KOENNEN	wir werden verbreitet einstellige temperaturen haben in alpennähe kann es örtlich sogar mal leichten bodenfrost geben in der klaren luft und in der kalten luft .
MORGEN REGEN REGEN WOLKE KOMMEN __PU__ KURZ SONNE ABER TEIL BISSCHEN REGEN TROPFEN	morgen ziehen dann mit kräftigem nordwestwind dichtere wolken richtung südosten ab und zu mal sonne dazwischen aber auch ein paar regentropfen .
ALPEN UND loc-SUEDWEST __??KOMMEN__ SONNE UEBERWIEGEND FLUSS ZWANZIG GRAD OST loc-REGION NUR VIERZEHN GRAD __OFF__	richtung alpenrand dagegen und auch richtung südwesten da wirkt das hoch da wird es sehr sonnig und am rhein sogar mal zwanzig grad warm im osten dagegen nur vierzehn .
__ON__ IN-KOMMEND WIE-AUSSEHEN WARM KUEHL EINIGERMASSEN AEHNLICH ABER INSGESAMT ANGENEHM REGEN SELTEN	die nächsten tage werden ähnlich warm oder kühl bleiben aber dafür wird es ganz angenehm regnen wird es selten .
SCHOEN ABEND TSCHUESS __OFF__	und jetzt wünsche ich ihnen noch einen schönen abend .
__ON__ JETZT MORGEN WETTER WIE-AUSSEHEN MITTWOCH ERSTE SEPTEMBER __OFF__	und nun die wettervorhersage für morgen mittwoch den ersten september .
__ON__ WEST EUROPA HOCH KOMMEN WEITER KOMMEN __OFF__	das hoch über westeuropa verlagert sich weiter zu uns .
__ON__ DEUTSCH LAND loc-SUEDWEST VIEL SONNE	es bringt dem südwesten deutschlands morgen viel sonnenschein .
SONST loc-REGION WECHSELHAFT REGEN REGEN WOLKE HIMMEL KOENNEN __OFF__	sonst eher durchwachsenes wetter mit sonne wolken und einzelnen schauern .
__ON__ WEST loc-SUEDWEST HEUTE NACHT TROCKEN REGEN NICHTS loc-REGION WENIG SCHAUER	im westen und südwesten bleibt es heute nacht trocken aber auch sonst kaum schauer .
__HOLD__ AUCH NEBEL BEDECKT __ON__	gebietsweise breitet sich nebel aus .
__OFF__ VERSCHWINDEN-PLUSPLUS DANN loc-REGION BADEN LAND SONNE __PU__	löst er sich auf ist es am tag vom niederrhein über das saarland bis nach baden württemberg recht freundlich .
SONST loc-REGION WOLKE HIMMEL loc-REGION DANN SCHAUER WENIG __OFF__	sonst auch mal dichtere wolken und im laufe des tages entwickeln sich stellenweise schauer .
HEUTE NACHT VIERZEHN GRAD loc-NORD EINS GRAD ALPEN	heute nacht vierzehn grad auf sylt ein grad an den alpen .
IX loc-REGION __PU__ BODEN FROST KOENNEN __OFF__	dort sowie in den südlichen mittelgebirgen ist bodenfrost möglich .
__ON__ loc-REGION VIERZEHN GRAD EINS ZWANZIG GRAD loc-REGION __OFF__	am tag vierzehn grad im vogtland und einundzwanzig grad im südwesten .
__ON__ DONNERSTAG loc-NORD WECHSELHAFT SONNE WOLKE BEWOELKT __PU__ loc-SUEDWEST SONNE WOLKE	am donnerstag in der nordosthälfte mal sonne mal dichtere wolken hier und da schauer in der südwesthälfte sonne und wolken .
FREITAG SONNE WOLKE WECHSELHAFT SCHAUER SCHAUER loc-REGION ALPEN AUCH GEWITTER KOENNEN	am freitag mal sonne mal wolken mal schauer an den alpen auch gewitter .
SAMSTAG HAUPTSAECHLICH loc-REGION SONNE WEST loc-WEST HAUPTSAECHLICH OST BISSCHEN SCHAUER SCHAUER loc-SUEDOST BISSCHEN GEWITTER __OFF__	am samstag gibt es den meisten sonnenschein richtung westen richtung osten einzelne schauer im südosten auch gewitter .
__ON__ WIE-AUSSEHEN MORGEN MONTAG ERSTE FEBRUAR __OFF__	und hier die wetteraussichten für morgen montag den ersten februar .
__ON__ DAS-IST-ES ZEIGEN MONTAG ANFANG VIEL WECHSELHAFT KUEHL KALT	die neue woche beginnt wechselhaft und winterlich kalt .
MORGEN ABEND BLEIBEN BLEIBEN TIEF KOMMEN IX loc-REGION WEITER SCHNEE SCHNEIEN SCHNEIEN	das tief das bis morgen abend über norddeutschland zur südlichen ostsee zieht sorgt für weitere schneefälle .
NACHT SCHNEE SCHAUER IX AUCH SCHNEE REGEN REGEN	in der nacht fallen hier unter schneeschauer richtung nordsee auch schneeregen .
SUED MEHR KLAR __OFF__	vor allem im süden klart es auch mal auf .
TAG MORGEN SCHNEE SCHNEIEN SCHNEIEN loc-NORDWEST AUCH GEWITTER SCHNEE REGEN REGEN GRAUPEL-PLUSPLUS SPAETER loc-NORDWEST KLAR __OFF__	am tag schneit es gebietsweise richtung nordwesten auch gewittrige schneeregen oder graupelschauer später lockert es im nordwesten auf .
__ON__ WIND SCHWACH MAESSIG TIEF WEHEN WEHEN IX BERG IX STARK STURM __OFF__	der wind weht mäßig bis frisch bei schauern sowie im bergland starker bis stürmischer wind .
NACHT NULL IX SUED ALPEN MINUS VIERZEHN	in der nacht werte zwischen null grad an der nordsee und bis minus vierzehn grad am alpenrand .
VORSICHT ACHTUNG GLATT __OFF__	vorsicht wegen glätte .
DIENSTAG loc-NORDWEST HAUPTSAECHLICH SCHNEE SCHNEIEN SCHNEIEN loc-NORDWEST loc-REGION IM-VERLAUF REGEN-PLUSPLUS	am dienstag kommen von nordwesten kräftiger schneefall auf der später vor allem im nordwesten und westen in regen übergeht .
MEER NORD STURM	im bergland und im norden sturmböen .
__ON__ GUT ABEND	guten abend .
NEBEL UEBER NUR HABEN BERG IX REGION HABEN SONNE SUED WETTER WINTER WETTER RUHIG BLEIBEN LANG HALTEN	über den nebel erhaben war man heute mit sicherheit nur auf den bergen und im süden wird sich das ruhige winterwetter auch noch am längsten halten .
ABER MEHR MEHR MEHR MEHR MEHR WOLKE VON NORD WOLKE WECHSELHAFT WETTER WECHSELHAFT WIND LUFT MEHR MILD	aber sonst greifen mehr und mehr tiefs in unser wettergeschehen von norden ein mit wechselhaftem wetter mit wind und auch mit milderer luft im laufe der woche .
HEUTE ABEND __EMP__ NOCH-NICHT WICHTIG MEHR RUHIG	heute nacht hat das also alles noch keine bedeutung es bleibt ruhig .
NEBEL HOCH NEBEL SUED AUCH SUED NORD MITTE REGION AUCH NEBEL UNTER MINUS UNTER MINUS MEISTENS ZWEI STELLENWEISE STELLENWEISE UEBER ZEHN GRAD BESONDERS OST UND SUEDRAUM	nebel hochnebel im süden und auch im norden in der mitte zum teil auch nebel und die tiefsten temperaturen weiterhin zweistellig vor allen dingen im osten und auch im süden .
ABER FROST UEBERALL UEBERALL	aber frostig wird es heute nacht nochmal überall .
IN-KOMMEND TAG NACHT SO KALT negalp-KEIN negalp-KEIN __PU__	die nächsten nächte wahrscheinlich nicht mehr ganz so kalt .
NORD MEHR WOLKE ABEND NORDWESTRAUM KRAEFTIG NORDWESTRAUM WEHEN WEHEN WEHEN WEHEN DANN ANFANG REGEN REGEN	im norden bleibt es trüb und gegen abend fängt es dann im nordwesten bei kräftigem südwestwind an zu regnen .
DANN MORGEN MOEGLICH GLATT __OFF__	nach diesen kalten tagen kann es anfangs auch gefährlich glatt werden .
__ON__ TEMPERATUR TROTZDEM MORGEN SCHON PLUS WEST REGION ABER OST REGION NOCH KALT TEIL NOCH FROST BESONDERS SUEDOSTRAUM __OFF__	die temperaturen dennoch morgen schon im plus in der westhälfte aber im osten bleibt es noch kalt teilweise auch noch frostig vor allen dingen im südosten .
__ON__ DANN LANGSAM IN-KOMMEND TAG KOMMEN VERAENDERN WETTER WECHSELHAFT MEHR cl-KOMMEN IX cl-KOMMEN	das wird sich dann so langsam in den nächsten tagen ändern das wechselhafte wetter zieht dann auch weiter richtung süden .
__ON__ MORGEN WETTER RUHIG WETTER SCHOEN VERAENDERN TEIL BISSCHEN NEBEL SONNE WECHSELHAFT	morgen ändert sich noch ein wenig an der ruhigen hochdrucklage die uns eine mischung aus teilweise zähe nebelfeldern und sonne bringt .
WOCHE UMWANDELN MEHR REGION cl-KOMMEN BISSCHEN MEHR MILD	im laufe der woche übernehmen dann atlantiktiefs die wetterregie und es wird langsam wieder milder .
NACHT MEISTENS NEBEL IX NEBEL STERN BESONDERS BERG ODER __??__ MOEGLICH MITTE VON DEUTSCH LAND ZONE KOENNEN SEHEN __PU__	in der nacht trübt verbreitet nebel oder hochnebel den himmel die sterne können sich vor allem über dem höheren bergland sowie gebietsweise in der mitte des landes zeigen .
NORD IX MEHR NEBEL NEBEL IX MEHR KRAEFTIG NEBEL NEBEL REGION MEHR SONNE SONNE REGION	im norden morgen meist trübe weiter südlich teilweise zähe nebelfelder abseits davon scheint längere zeit die sonne .
ABEND NORDWESTRAUM MEHR REGEN REGEN GEFRIEREN ODER SCHNEE	gegen abend fällt dann im nordwesten zum teil gefrierender regen oder schnee .
SUED SCHWACH WEHEN REGION VERSCHIEDEN REGION NORD BISSCHEN WEHEN MAESSIG REGION SCHWER BIS KUEHL LUFT WEHEN WEHEN	im süden schwacher wind aus unterschiedlichen richtungen im norden mäßig an der küste frischer und stark böiger südwestwind .
NACHT UEBERALL FROST BERG IX MINUS SIEBZEHN __OFF__	heute nacht überall frostig am alpenrand bis minus siebzehn grad .
__ON__ MORGEN MEISTENS LEICHT FROST ODER NULL ZWISCHEN-NULL FLUSS PLUS VIER GRAD __OFF__	morgen meist leichter frost oder werte um den gefrierpunkt am niederrhein bis plus vier grad .
__ON__ MITTWOCH BISSCHEN MEHR WOLKE ABER NUR ORT-PLUSPLUS BISSCHEN REGEN ODER SCHNEE	am mittwoch schon etwas mehr wolken aber nur stellenweise ein wenig regen oder schnee .
DONNERSTAG NORDWESTRAUM MEHR REGEN REGEN MEHR MILD	am donnerstag überquert uns von nordwesten regen dabei wird es zunehmend milder .
FREITAG BESONDERS NORD REGEN STARK WIND REGION STURM __OFF__	am freitag besonders im norden regen und sehr windig an den küsten stürmisch .
__ON__ MORGEN WETTER WIE-AUSSEHEN FREITAG ERSTE FEBRUAR __OFF__	und nun die wettervorhersage für morgen freitag den ersten februar .
__ON__ MEER TIEF cl-KOMMEN MITTE BERG __PU__ NEU REGEN REGEN SCHNEE KOENNEN __OFF__	das tief das vom atlantik nach mitteleuropa zieht bestimmt unser wetter mit neuen regen beziehungsweise schneefällen .
NACHMITTAG LANG REGEN KOENNEN IX IX REGEN REGEN TEILWEISE WEST cl-KOMMEN __OFF__	am tag regnet es mitunter längere zeit und regional auch ergiebig dabei breitet sich der regen von südwesten und westen auf weite teile des landes aus .
MAXIMAL WIND WEHEN WEHEN __OFF__ __ON__ SUED WIND ORKAN BERG SCHWER STURM STURM KOENNEN __OFF__	der wind weht mäßig bis frisch im nordosten sowie in der südhälfte sind stürmische böen möglich auf den bergen schwere sturmböen .
__ON__ HEUTE NACHT REGION ACHT GRAD REGION HERZ REGION EINS GRAD	in der nacht acht grad am oberrhein und ein grad richtung erzgebirge .
__ON__ SAMSTAG IX SCHNEE FLACH SCHNEE SCHNEE __OFF__	am samstag schneit es gebietsweise im flachland regnet es teilweise .
__ON__ __HOLD__ SONNTAG SCHNEE BISSCHEN DANN WEST NORD VERSCHWINDEN VERSCHWINDEN cl-KOMMEN BISSCHEN SCHNEE REGEN REGEN	am sonntag schneit es zunächst nur stellenweise später erfrischt im westen und norden der wind auf begleitet von etwas schnee und regen .
MONTAG REGEN WECHSELHAFT WECHSELHAFT NORDOSTRAUM DANN SCHNEE __OFF__	am montag regnet es ab und an im südosten schneit es mitunter noch .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG ERSTE AUGUST __OFF__	und nun die wettervorhersage für morgen sonntag den ersten august .
__ON__ OST loc-SUEDOST DEUTSCHLAND VORTEIL MORGEN KOMMEN KOMMEN	der osten und südosten deutschlands profitieren morgen noch von hochdruckeinfluss .
loc-NORDWEST TIEF KOMMEN WOLKE KUEHL SCHAUER KOMMEN GEWITTER GEWITTER DABEI	die nordwesthälfte wird dagegen von einem tief mit wolken und kühlerer luft versorgt schauer und gewitter inklusive .
SCHON NACHT WEST loc-NORD SCHAUER KOENNEN KOENNEN	schon in der nacht gibt es im westen und norden hier und da schauer die teilweise kräftig sein können .
OST loc-SUEDOST KLAR LOCKER WOLKE MORGEN LANG SONNE	im osten und süden verbreitet klar oder nur locker bewölkt und dort scheint morgen auch noch für längere zeit die sonne .
loc-NORDWEST TEIL STARK SCHAUER-PLUSPLUS NACHMITTAG AUCH DABEI GEWITTER GEWITTER	in der nordwesthälfte gebietsweise zum teil kräftige schauer am nachmittag sind auch gewitter dabei .
DANN STURM loc-SUEDOST SCHWACH WEHEN-PLUSPLUS loc-NORDWEST SPAETER WEHEN __OFF__	dann sind auch sturmböen möglich sonst schwacher bis mäßiger wind aus süd bis südwest in der nordwesthälfte später aus westlichen richtungen .
KUEHL ACHT NIEDER BAYERN ACHTZEHN FLUSS	kühle acht grad heute nacht in niederbayern bis achtzehn grad an der spree .
NORD EINS ZWANZIG BAYERN IX BIS DREISSIG GRAD __OFF__	an der nordsee morgen einundzwanzig in der lausitz bis dreißig grad .
__ON__ MORGEN MONTAG WECHSELHAFT HAUPTSAECHLICH loc-SUEDOST TEIL GEWITTER GEWITTER REGEN-PLUSPLUS	am montag wird es überall wechselhaft vor allem im osten und süden gibt es zum teil gewittrige und ergiebige regenfälle .
DIENSTAG LANGSAM AUFLOESEN	am dienstag wird es langsam wieder etwas freundlicher .
MITTWOCH KOMMEN WIEDER STARK SCHAUER SCHAUER GEWITTER __OFF__	am mittwoch ziehen von nordwesten erneut teilweise kräftige schauer und gewitter heran .
FREITAG MEHR WETTER VERSCHWINDEN DANN IN-KOMMEND WOCHENENDE NOCHEINMAL KOMMEN TIEF KOMMEN __OFF__	am freitag beruhigt sich das wetter vorübergehend bevor dann am wochenende ein neues tief die führung übernimmt .
ANFANG SIEBENHUNDERT METER HOEHE SCHNEE loc-NORDWEST SCHNEE SCHNEE GRAUPEL BERG KOENNEN SCHNEE-PLUSPLUS __OFF__	oberhalb von siebenhundert metern schnee vor allem im nordwesten regen schneeregen oder graupelschauer im bergland auch schneeschauer .
__ON__ NORD WIND loc-KUESTE KOENNEN STURM __OFF__	im norden mäßiger bis frischer wind mit starken bis stürmischen böen an der nordsee sturmböen .
__ON__ SUED WEHEN SCHWACH	im süden weht der wind meist schwach .
HEUTE NACHT WERT PLUS VIER BIS MINUS EINS VORSICHT GLATT KOENNEN	heute nacht werte zwischen plus vier und minus ein grad vorsicht wegen glätte .
TAG loc-REGION VIER ZWOELF loc-REGION __OFF__	am tag vier grad in südostbayern und zwölf grad in der lausitz .
__ON__ SAMSTAG DANN INSGESAMT WECHSELHAFT __PU__ ALPEN FOEHN WEHEN	am samstag ist es insgesamt wieder unbeständiger an den alpen föhn .
SONNTAG MEHR WOLKE SONNE WENIG REGEN REGEN GEWITTER AUCH __OFF__	am sonntag mehr wolken als sonne regenschauer teilweise auch gewitter .
__ON__ __PU__ __OFF__ __ON__ ZUERST WUENSCHEN SCHAUEN WETTER WIE-AUSSEHEN GUT ABEND LIEB ZUSCHAUER poss-EUCH __OFF__	ja vorher noch kurz der blick auf das wetter guten abend liebe zuschauer .
__ON__ GESTERN SONNE ENORM HEUTE OST poss-SEIN UEBER FUENF VIERZIG GRAD ENTSCHULDIGUNG UEBER DREISSIG GRAD	nach dem heißesten tag gestern hat es ja heute im osten auch nochmal über fünfunddreißig grad über dreißig grad gegeben .
WEST KUEHL SINKEN SCHON __OFF__ __ON__ GLEICH ZEIT GEWITTER STARK BRAND BURG HEUTE NACH MITTAG REGEN GEWITTER GEWITTER SEHEN __LEFTHAND__ __OFF__	im westen aber die abkühlung schon unterwegs und die ging mit starken gewittern einher also in brandenburg hat es dann auch heute nachmittag schon kräftig gewittert .
__ON__ TEMPERATUR REGION UEBER DREISSIG IX OST __OFF__ __ON__ STARK GEWITTER GEWITTER	hier sehen wir nochmal das bild wir haben also die temperaturverteilung nochmal über dreißig grad im osten und wie gesagt starke gewitter .
WIE ENTWICKELN KOENNEN SCHAUEN __OFF__ __ON__ SEHEN ZEIGEN-BILDSCHIRM ZEIGEN-BILDSCHIRM	diese entwicklung können wir uns jetzt auf dem radarfilm dann mal anschauen .
BLITZ BLITZ __PU__ HEUTE FRUEH NACH MITTAG BRAND BURG DAS-IST-ES __LEFTHAND__ GEWITTER SEHEN VERLAUFEN GELB PUNKT PUNKT PUNKT PUNKT PUNKT DAS-IST-ES BLITZ BLITZ BLITZ __OFF__	hier noch ein bild von den kräftigen blitzen und von den gewittern heute am frühen nachmittag schon in brandenburg und hier ist diese gewitter wir sehen die gelben punkte das sind die blitze in den gewittern die haben sich hauptsächlich über der osthälfte entwickelt .
ABER IX IX __HOLD__ BAYERN BAYERN NOCH GEWITTER IX DESHALB __EMP__ WARNUNG DEUTSCH WETTER DIENST __OFF__ __ON__ MEISTENS WAS WARNUNG UND DURCHGEHEND REGEN REGEN REGEN __HOLD__ HAGEL HAGEL	aber in bayern sind noch einige gewitter unterwegs und deswegen gab es auch dort nochmal die unwetterwarnung des deutschen wetterdienstes hauptsächlich vor starken dauerregen und zum teil auch vor hagel .
